地图、NPC、物品等各常用数据表代号、名字汇总 

--------------------------------------------------------------------------------
 



地图

代号　　地图名称
定气彩蛋 500076
镏金彩蛋 500077
富贵彩蛋 500078
遁水彩蛋 500079
感恩彩蛋 500080
练功彩蛋 500081
荣誉彩蛋 500082
迷影彩蛋 500083
坚韧蛋链 500084
强击蛋链 500085
瞬影蛋链 500086
五行破岩杖 460355
五行破云扇 460354
五行破雾环 460353
五行破金锤 460352
五行破石刀 460351
五行破尘剑 460350
冥兽丹 4603520
万魔土冥袋 4603519
万魔火冥袋 4603515
万魔水冥袋 4603511
万魔木冥袋 4603507
万魔金冥袋 4603503
2级中式礼包 5000193
3级中式礼包 5000194
中式南方礼包 5000195
2级中式南方礼包 5000196
3级中式南方礼包 5000197
西式礼包 5000198
2级西式礼包 5000199
3级西式礼包 5000200
阿式礼包 5000201
2级阿式礼包 5000202
3级阿式礼包 5000203
五行魔陉阑靴 460359
五行祛魔戒 460360
五行洛羽珠 460361
月光宝盒 1832
天工九转佩 577
九转天心丹 1831
九转混元丹 1833
九转元阳丹 1834
九转蕴灵丹 1835
九转万灵丹 1836
九转培灵丹 1837
九转青灵丹 1838
妖精粉 5000206
蒙蒙礼包 5000207
淘淘礼包 5000208
鲁鲁礼包 5000209
嘟嘟鸟礼包 5000210
努努鸟礼包 5000211
露露鸟礼包 5000212
丸子鱼礼包 5000213
小精卫礼包 5000214
阿弟达斯礼包 5000215
红发妖姬礼包 5000216
至尊宝礼包 5000217
赤龙礼包 5000218
火妖精礼包 5000219
幻云兽礼包 5000220
小金龙礼包 5000221
圣诞礼物包 500090
隐土宝石 80017
天火宝石 80016
神水宝石 80015
巨木宝石 80014
耀金宝石 80013
鹿铃 500091
圣诞糖果 500092
松枝 500093
圣诞卡片一 500094
圣诞卡片二 500095
圣诞卡片三 500096
空的圣诞袜 500097
鼓鼓的圣诞袜 500098
圣诞树种子 500099
给乌玛的信 500100
松枝开采证明 500101
海枯石烂（男） 4300
轰轰烈烈（男） 4301
相濡以沫（男） 4302
一见钟情（男） 4303
两情相悦（男） 4304
※合成令牌 4305
※情比金坚令牌 4306
海枯石烂（女） 4307
轰轰烈烈（女） 4308
相濡以沫（女） 4309
一见钟情（女） 4310
两情相悦（女） 4311
※真爱花种 4312
比特牌猪古力 4313
月老的小秘密 4314
比特牌芝麻糊 4315
鱼丸 4316
汤圆 4317
女儿红 4318
小纸条 4319
小纸签 4320
※1朵真爱之花 4331
※1朵真爱之花 4332
※1朵真爱之花 4333
※1朵真爱之花 4351
※1朵真爱之花 4352
※1朵真爱之花 4353
※3朵真爱之花 4334
※3朵真爱之花 4335
※3朵真爱之花 4354
※3朵真爱之花 4355
※3朵真爱之花 4356
※9朵真爱之花 4336
※9朵真爱之花 4337
※9朵真爱之花 4338
※9朵真爱之花 4339
※9朵真爱之花 4357
※9朵真爱之花 4358
※9朵真爱之花 4359
※99朵真爱之花 4340
※99朵真爱之花 4341
※99朵真爱之花 4342
※99朵真爱之花 4360
※99朵真爱之花 4361
※99朵真爱之花 4362
※999朵真爱之花 4344
※999朵真爱之花 4345
※999朵真爱之花 4346
※999朵真爱之花 4347
※999朵真爱之花 4363
※999朵真爱之花 4364
※999朵真爱之花 4365
※999朵真爱之花 4366
※999朵真爱之花 4367
※999朵真爱之花 4343
9999朵真爱之花 4349
9999朵真爱之花 4369
※9999真爱之花 4348
※9999真爱之花 4368
※真爱花种 4330
※真爱花种 4350
巧克力馅饼 4371
月老的祝福 4372
※一页曲谱 100122
※一页曲谱 100123
※一页曲谱 100124
※一页曲谱 100125
※九音真经[上] 100126
※九音真经[下] 100127
※九音真经 100128
秘制烟火 100129
秘制烟火 100130
捞月计划动员令 2718600
月饼 2718601
椒盐乌龟壳 2718602
酒心巧克力 2718603
过期的果仁 2718604
螃蟹的大钳 2718605
酒酿汤圆 2718606
乾坤法师吉祥包 5000222
阿弟百宝风云包 5000223
至尊琳琳欢庆包 5000224
幻云耀金迎祥包 5000225
青云直上游龙包 5000226
水晶神水如意包 5000227
地火龙魂赐福包 5000228
天火比特祥瑞包 5000229
泡泡福气包 5000230
喜气豚豚包 5000231
灵狐化升包 5000232
皓月飞狐包 5000233
云狐掠影包 5000234
闪灵翔龙包 5000235
精元圣灵包 5000236
幽影元灵包 5000237
吉祥烟云包 5000238
花火守护包 5000239
开心烟火包 5000240
活泼烟花包 5000241
调皮焰火包 5000242
无敌花火包 5000243
天使烟花包 5000244
烟花摇滚包 5000245
马天尼鸡尾酒 700100
圣灵酥 700101
蓝月亮配方 700102
新加坡司令配方 700103
梦幻勒曼湖 700104
金酒 700105
柠檬汁 700106
砂糖 700107
樱桃白兰地 700108
苏打水 700109
蓝香橙 700110
雪碧 700111
清酒 700112
汤力水 700113
蓝色柑香酒 700114
白色柑香酒 700115
新加坡司令 700116
蓝月亮 700117
梦幻勒曼湖配方 700118
龙魂宝书（一） 700119
龙魂宝书（二） 700120
龙魂宝书（三） 700121
龙魂宝书（四） 700122
龙魂宝书（五） 700123
龙魂宝书（六） 700124
龙魂宝书（七） 700125
龙魂宝书（八） 700126
※小红花 550000
※小红花 550001
※小红花 550002
※小红花 550003
※小红花 550004
※小红花 550005
※小红花 550006
※小红花 550007
※小红花 550008
※小红花 550009
※小红花 550010
※小红花 550011
※小红花 550012
※小红花 550013
※小红花 550014
※小红花 550016
※大红花 550017
※糖果 550018
※圣诞大礼包 550019
※冰玉丹 550041
※冰心草 550042
※回神丹 550043
※闯关令牌 550015
※透明波波球 550020
※红色波波球 550021
※橙色波波球 550022
※huang色波波球 550023
※绿色波波球 550024
※青色波波球 550025
※蓝色波波球 550026
※紫色波波球 550027
※白色波波球 550028
※黑色波波球 550029
※粉色波波球 550030
※褐色波波球 550031
※金色波波球 550032
※银色波波球 550033
※灰色波波球 550034
※蜜色波波球 550035
※麦色波波球 550036
※栗色波波球 550037
※铜色波波球 550038
※米色波波球 550039
※鬼灵精萃 550040
※英雄徽章A 710001
※英雄徽章B 710002
※英雄徽章C 710003
※英雄徽章D 710004
※英雄徽章E 710005
※胜利签A 710103
※胜利签B 710104
※胜利签C 710105
※胜利签D 710106
※胜利签E 710107
※胜利签F 710108
※胜利签G 710109
※比武令 710110
※暖鸡蛋 710100
※珍珠 710101
※人鱼眼泪 710102 
 
